"photo_url","id","mold","brand","plastic","color","stamped_weight_g","scale_weight_g","condition","price_usd","status","notes"
"",101,"Buzzz","Discraft","unknown","blue","not stamped",184,8.5,7,"available","Flight 5/4/-1/1; midrange; worn-in; heavy 184g; plastic from photo"
"",102,"Wave","MVP","Neutron","light blue","not stamped",149,8.5,8,"available","Flight 11/5/-2.5/2; Neutron (GYRO) distance driver; no ink; light 149g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/103-buzzz.jpg",103,"Buzzz","Discraft","unknown","pink",175,175,8.5,7,"available","Flight 5/4/-1/1; midrange; no ink; plastic from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/104-f9.jpg",104,"F9","Prodigy","unknown","white",175,175,9,7,"available","Flight 9/4/0/3; fairway driver; 'Raka' stamp; no ink; plastic from photo"
"",105,"Shark","Innova","DX","unknown","not stamped","",8,6,"available","DX plastic midrange; Ask for more details"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/106-dd3.jpg",106,"DD3","Discmania","S-Line Glow Horizon","red","not stamped",176,9,10,"sold","Niklas Anttila 'Nordic Phenom' signature; Flight 12/5/-1/3; S-Line Glow Horizon distance driver; no ink; premium collectible | Anttila Nordic Phenom DD3 Glow Horizon retails ~$24 new"
"",107,"Destroyer","Innova","unknown","orange","not stamped",177,9,7,"available","Flight 12/5/-1/3; distance driver; owl stamp; no ink; plastic from photo"
"",108,"Underworld","Westside Discs","unknown","orange",171,173,9,7,"available","Flight 7/6/-3/1; understable driver; no ink; plastic from photo"
"",109,"Destroyer","Innova","unknown","yellow","not stamped",172,9,7,"available","Flight 12/5/-1/3; distance driver; blank - no stamp; no ink; plastic from photo"
"",110,"Thunderbird","Innova","Star","green","not stamped",173,8.5,8,"available","Flight 9/5/0/2; Star plastic fairway driver; no ink"
"",111,"Zone","Discraft","unknown","purple","not stamped",173,8.5,10,"available","Flight 4/3/0/3; Adam Hammes 2023 Tour Series bottom stamp; approach putter; plastic from photo"
"",112,"Raptor","Discraft","Big Z","yellow","not stamped",174,9,8,"available","Flight 9/4/0/3; Big Z plastic distance driver; no ink"
"",113,"Nuke","Discraft","unknown","blue","not stamped",166,9,7,"available","Flight 13/5/-1/3; distance driver; no ink; light 166g; plastic from photo"
"",114,"FD","Discmania","C-Line","pink",176,176,8.5,10,"available","Flight 7/6/0/1; C-Line fairway driver; 'Yelk Express' tournament stamp; ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/115-feedback.jpg",115,"Feedback","Prodigy","ReBlend","red",177,177,9,8,"available","Flight 9/5/-1/3; Recycled Premium distance driver; mold uncertain (dictated 'red gland feedback') - confirm from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/116-crownme.jpg",116,"unknown","CrownMe","unknown","yellow","not stamped",165,9,7,"available","Flight 8/4/-2/2; 'CrownMe Performance' series driver; no ink; mold from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/117-wraith.jpg",117,"Wraith","Innova","Halo Star","pink/yellow",173.5,174,9,8,"sold","Flight 11/5/-1/3; Halo Star plastic distance driver; no ink"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/118-tamale.jpg",118,"unknown","MVP","unknown","cream","not stamped",172,8.5,7,"available","MVP disc; 'tamale' stamp art; Ask for more details; no ink"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/119-zeus.jpg",119,"Zeus","Discraft","unknown","lime green","not stamped",171,8.5,7,"available","Flight 12/5/-1/3; custom 'star bomb' stamp/dye; distance driver; ink on back; plastic from photo"
"",120,"Photon","MVP","Fission","yellow","not stamped",169,8,10,"available","Flight 11/5/-1.5/2.5; Fission distance driver; Team MVP signature series; no ink"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/121-verdict.jpg",121,"Verdict","Dynamic Discs","Lucid","pink",173,173,9,8,"available","Flight 5/4/0/3.5; Lucid plastic overstable midrange; no ink; color from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/122-bigsioux.jpg",122,"unknown","unknown","unknown","lime green","not stamped",176,9,7,"available","Big Sioux Disc Golf Club stamp; Ask for more details; no ink"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/123-fx4.jpg",123,"FX4","Prodigy","unknown","orange",176,176,9,10,"available","Flight 9/5/-2/2; Noah Higgins signature; fairway driver; no ink; mold 'FX4' + Ask for more details"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/124-tl3.jpg",124,"TL3","Innova","Halo Star","green/yellow","not stamped",175,8.5,8,"sold","Flight 7/5/0/2; Halo Star fairway driver; ink on back; (from the ambiguous 091 dictation; confirm weight)"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/125-championship.jpg",125,"unknown","unknown","Halo","teal","not stamped",175,8.5,10,"available","'Preserve Championship / Microsort Teams' tournament stamp; teal Halo; Ask for more details; ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/126-fierce.jpg",126,"Fierce","Discraft","Big Z","gray","","",9,14,"available","2020 Ledgestone edition; Big Z Fierce putt & approach; tiger stamp; no ink on back; flight 3/4/-2/0"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/127-berg.jpg",127,"Berg","Kastaplast","K1 Glow","glow","","",8,15,"available","Kastaplast K1 Glow Berg putter; translucent glow plastic; ink on back; flight 1/1/0/2"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/128-buzzzss.jpg",128,"Buzzz SS","Discraft","ESP","pink","","",9,16,"available","Tim Barham Tour Series Buzzz SS; understable midrange; ink on back; flight 5/4/-2/1"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/129-robotflower.jpg",129,"unknown","unknown","unknown","unknown",174,174,"",7,"available","Clean white putter with a quirky gold robot-holding-a-flower stamp; no ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/130-shark.jpg",130,"Shark","Innova","unknown","unknown","","",9,7,"available","Innova Shark midrange; dependable straight-flying mid; no ink; flight 4/4/0/2"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/131-luna.jpg",131,"Luna","Discraft","unknown","unknown",173,173,9.5,15,"available","Paul McBeth Luna putt & approach; gorgeous full-moon, woman & waterfalls art; flight 3/4/0/2"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/132-pilot.jpg",132,"Pilot","Streamline","unknown","unknown","","",8.5,9,"available","Streamline Pilot Special Edition; high-glide straight putter; no ink on back; flight 2/5/0/1"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/133-stabilizer.jpg",133,"Stabilizer","Streamline","Cosmic Neutron","unknown","","",8.5,12,"available","Streamline Stabilizer putt & approach; premium Cosmic Neutron swirl plastic; ink on back; flight 3/3.5/0/3"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/134-gateway.jpg",134,"unknown","Gateway","unknown","charcoal","","",7.5,8,"available","Gateway putter; holographic marijuana-leaf & medical-cross stamp; beat-in charcoal; ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/135-throwingstar.jpg",135,"unknown","unknown","unknown","teal","","",8.5,7,"available","Translucent teal disc with a bold silver leopard 'throwing star' stamp; clean"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/136-worlds.jpg",136,"Zone SS","Discraft","Z Swirl","swirl",176,176,9.5,21,"available","Discraft Zone SS - 2026 Worlds Collection Z Swirl limited edition; overstable putt & approach; no ink on back; flight 4/4/-1/2"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/137-zoneos.jpg",137,"Zone OS","Discraft","Z","green","","",8.5,16,"available","Discraft Zone OS, First Run; Z-line translucent green; ultra-overstable meat-hook putt & approach; no ink on back; flight 4/2/1/5"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/138-tactic.jpg",138,"Tactic","Discmania","Soft Evolution","unknown","","",8.5,10,"available","Discmania Soft Exo Tactic; straight, reliable approach; no ink on back; flight 4/2/0/3"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/139-glitch.jpg",139,"Glitch","Axiom","unknown","pink","","",9,18,"available","Axiom Glitch - Minnesota Ams tournament stamp (gnome & mushrooms); ultra-floaty catch/approach disc; ink on back; flight 1/7/0/0"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/140-throwingstar.jpg",140,"unknown","unknown","unknown","teal","","",8,7,"available","Translucent teal disc with a silver leopard 'throwing star' stamp (matches #135)"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/141-corvette.jpg",141,"Corvette","Innova","unknown","yellow","not stamped",171,9,9,"available","Innova Corvette; speed-14 distance driver; old-school - no stamp at all (no flight numbers or weight); no ink; 171g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/142-buzzzss.jpg",142,"Buzzz SS","Discraft","Z","yellow","not stamped",176,8.5,11,"available","Paige Shue 2018 World Champion edition; Flight 5/4/-2/1; 'Where's Waldo?' ink on back; no weight stamp"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/143-buzzz.jpg",143,"Buzzz","Discraft","unknown","blue/silver","not stamped",183,7.5,8,"available","no ink; well worn/used/loved; heavy 183g Buzzz"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/144-thunderbird.jpg",144,"Thunderbird","Innova","Factory Second","light green","not stamped",175,8.5,7,"available","'F2' Innova Factory Second stamp on front; Flight 9/5/0/2; ink on back; no weight stamp"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/145-tern.jpg",145,"Tern","Innova","unknown","blue","not stamped",167,7.5,6,"available","Older Innova Tern; Flight 12/6/-3/2; understable distance driver; heavy ink on back; no weight stamp; color/plastic from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/146-crave.jpg",146,"Crave","Axiom","Neutron","light pink","not stamped","",8,11,"available","Sarah Hokom World Champion signature signature (Team MVP); Flight 6.5/5/-1/1; Neutron approach; ink on back; weight not recorded"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/147-strive.jpg",147,"Strive","Latitude 64","Royal Grand","blue","not stamped",177,10,10,"available","BRAND NEW 10/10 - never thrown; no ink; Royal Grand"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/148-roc3.jpg",148,"Roc3","Innova","Halo Star","orange","not stamped",181,8.5,8,"available","Innova Roc3 midrange; Halo Star; Flight 5/4/0/3; orange with orange rim; ink on back; 181g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/149-underworld.jpg",149,"Underworld","Westside Discs","unknown","orange","not stamped",172.5,8.5,8,"available","Westside Discs Underworld; understable fairway driver; Flight 7/6/-3/1; no ink; orange; 172.5g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/150-wraith.jpg",150,"Wraith","Innova","Halo Star","pink/yellow","not stamped",170,8.5,24,"available","AIR FORCE tournament stamp; Halo Star (translucent pink rim/yellow middle); Flight 11/5/-1/3; ink on back; no weight stamp"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/151-timelapse.jpg",151,"Timelapse","Axiom","unknown","gray/purple","not stamped",173,9,9,"available","Axiom Timelapse distance driver; Flight 12/5/-1/3; gray with purple rim; no ink; plastic from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/153-nuke.jpg",153,"Nuke","Discraft","Z","yellow","not stamped",177,9.5,13,"available","Ezra Aderhold Tour Series; Nuke distance driver; Flight 13/5/-1/3; translucent; no ink; cool front stamp"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/154-leopard3.jpg",154,"Leopard3","Innova","Champion","orange","not stamped",173,9,8,"available","Innova Champion Leopard3; fairway driver; Flight 7/5/-2/1; no ink; orange; 173g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/156-zeus.jpg",156,"Zeus","Discraft","unknown","yellow","not stamped",174,8.5,9,"available","Discraft Zeus distance driver; Flight 12/5/-1/3; no ink; condition est 8.5 (not dictated); plastic from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/157-tern.jpg",157,"Tern","Innova","Halo Star","pink/blue","not stamped",172,9,8,"available","Innova Halo Star Tern; Flight 12/6/-3/2; pink with blue rim; understable distance driver; no ink; 172g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/158-sol.jpg",158,"Sol","Discraft","ESP","gray/silver","not stamped",175,8.5,8,"available","ESP Sol; Flight 4/5/-3/0; understable midrange; no ink; color from photo"
"",159,"Destroyer","Innova","Star","yellow","not stamped","","",19,"sold","Calvin Heimburg Tour Series Destroyer; yellow Star; Flight 12/5/-1/3; signature distance driver; collectible; sold"
"",160,"unknown","Discraft","unknown","unknown","not stamped","","",19,"sold","Gannon Buhr Kansas City Wide Open (KCWO) signature/tournament stamp; Ask for more details; collectible; sold"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/161-trail.jpg",161,"Trail","MVP","Neutron","green","not recorded",176,8.5,14,"available","MVP Trail; James Conrad 2021 World Champion signature; Neutron; Flight 10/5/-1/1; distance driver; home-coords stamp; no ink; 176g; signature disc | eBay: James Conrad Trail retails ~$20-25 new; used ~$13-16"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/162-p2.jpg",162,"P2","Discmania","P-Line","white","not recorded","",6,7,"available","Originals 'Reinvent Your Game' Special Edition; Flex 3; beat-in white P2 putter; no ink; Ask for more details"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/163-splitdye.jpg",163,"unknown","Innova","unknown","yellow/orange","not recorded",175,8.5,8,"available","Two-tone yellow/orange Innova disc (split dye); no stamp visible; no ink; 175g; Ask for more details"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/164-xcaliber.jpg",164,"XCaliber","Innova","Star","red","not recorded",172,8.5,9,"available","Innova Star XCaliber; overstable speed-12 distance driver; Flight 12/4/0/4; gold stamp; no ink; red; 172g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/165-entropy.jpg",165,"Entropy","MVP","Neutron","orange/red swirl","not recorded",176,9,9,"available","MVP Neutron Entropy; overstable putt & approach; Flight 4/3/0/3; swirl; no ink; 176g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/166-firebird.jpg",166,"Firebird","Innova","Champion","pink","not recorded",175,8.5,15,"available","Ken Climo 12x World Champion signature; Champion Firebird; translucent pink; Flight 9/3/0/4; signature collectible; ink on back; 175g | eBay: Ken Climo 12x Champion Firebird retails ~$15-18; used 8/10 ~$13-16"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/167-dyed.jpg",167,"unknown","unknown","unknown","rainbow tie-dye","not recorded","",8,13,"available","Custom rainbow tie-dye; stamp obscured by dye; custom dyes sell well; Ask for more details"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/168-tern.jpg",168,"Tern","Innova","Star","orange","not recorded","",7,9,"available","Older 'Star Tern' (~2009); understable distance driver; Flight 12/6/-3/2; gold stamp; Ask for more details"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/169-teebird.jpg",169,"Teebird","Innova","DX","yellow","not recorded",174,6.5,6,"available","Beat-in DX Teebird; classic fairway driver; Flight 7/5/0/2; no ink; 174g; well-used (7 or worse)"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/170-balance.jpg",170,"Balance","Axiom","Neutron","red","not recorded",178,8.5,12,"available","Simon Lizotte 'Simon Line' signature; Axiom Neutron Balance midrange; Flight 5/5/0/2; signature disc; ink on back; red; 178g | eBay: Simon Line Balance retails ~$17 new; used ~$10-13"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/171-putter.jpg",171,"Challenger SS","Discraft","unknown","blue","not recorded",173,7,8,"available","Missy Gannon Signature Series 'Chally SS' (Discraft) putt & approach; ink on top; 173g; condition est 7 - confirm"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/172-unknown.jpg",172,"Firebird","Innova","unknown","blue","not recorded",175,8.5,9,"available","Blue Innova Firebird; overstable distance driver (Flight 9/3/0/4); ink on back; faint/worn stamp; 175g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/173-mamba.jpg",173,"Mamba","Innova","Halo Star","red/blue","not recorded","",8,11,"available","Innova Halo Star Mamba; understable distance bomber; Flight 11/6/-5/1; red with blue center & red rim; red foil stamp; ink on back; Ask for more details"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/174-enigma.jpg",174,"Enigma","Discmania","Neo","pink","not recorded","",8,11,"available","Neo (Evolution) Enigma; distance driver; Flight 12/5/-1/2; pink; Ask for more details"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/175-quasar.jpg",175,"Quasar","Millennium","Quantum Zero-G","blue","not recorded",166,8.5,12,"available","Millennium Quasar 1.9; Quantum Zero-G; ultra long-range driver; no ink; 166g; older collectible-ish brand | eBay ~$12-15"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/176-md3.jpg",176,"MD3","Discmania","C-Line","orange","not recorded",186,8.5,9,"available","Discmania C-Line MD3 (Originals); translucent orange; midrange; Flight 5/5/0/2; ink on back; heavy 186g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/177-shryke.jpg",177,"Shryke","Innova","Star","red","not recorded","",7,10,"available","Star Shryke; fast understable distance driver; Flight 13/6/-2/2; blue stamp; Ask for more details"
